Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event,table_year,ra_deg,dec_deg
KMT-2016-BLG-0138,SAO43N0408.037851,18:04:09.39,-28:10:36.91,7505.17787,9.67,0.054,21.25,18.82,18.82,1,0.92,,2016,271.03912499999996,-28.176919444444447
KMT-2016-BLG-0139,SAO43N0505.031466,18:04:06.84,-28:35:54.82,7567.7954,13.18,0.603,18.82,18.68,18.68,1,0.89,OB161148,2016,271.02849999999995,-28.59856111111111
KMT-2016-BLG-0140,SAO43N0506.005893,18:03:54.31,-28:29:34.91,7546.00527,9.56,0.354,18.79,16.81,16.81,1,0.95,OB160979 MB16316,2016,270.9762916666666,-28.493030555555556
KMT-2016-BLG-0141,SAO43N0507.008514,18:03:51.42,-28:18:43.31,7537.81679,24.45,0.18,19.61,17.3,17.3,1,0.89,OB160946,2016,270.96425,-28.312030555555555
KMT-2016-BLG-0142,SAO43N0508.032118,18:03:50.73,-28:07:50.30,7536.2595,7.43,0.148,21.16,18.77,18.77,1,1.07,OB160948,2016,270.961375,-28.13063888888889
KMT-2016-BLG-0143,SAO43N0508.032362,18:04:00.26,-28:09:18.61,7512.6044,4.27,0.136,18.72,18.77,18.77,1,0.96,OB160795 MB16223,2016,271.00108333333327,-28.155169444444443
KMT-2016-BLG-0144,SAO43N0607.013928,18:03:27.80,-28:22:23.48,7573.37777,2.15,0.52,18.17,17.81,17.81,1,0.86,OB161268,2016,270.86583333333334,-28.37318888888889
KMT-2016-BLG-0145,BLG43N0607.081332,18:03:21.02,-28:17:14.50,7563.12745,38.31,0.227,21.1,19.71,19.71,1,0.89,,2016,270.8375833333333,-28.287361111111114
KMT-2016-BLG-0146,BLG43N0608.055852,18:03:02.80,-28:08:50.21,7477.43158,21.76,0.28,19.63,19.22,19.22,1,0.82,OB160472,2016,270.76166666666666,-28.147280555555554
KMT-2016-BLG-0147,SAO43T0203.106462,18:00:59.78,-28:47:11.80,7516.06399,20.55,0.113,21.88,20.0,20.31,1,0.9,,2016,270.2490833333333,-28.786611111111114
KMT-2016-BLG-0148,SAO43T0205.089077,18:00:33.06,-28:31:07.21,7504.3197,3.86,0.326,19.71,19.98,19.98,1,1.29,,2016,270.13775,-28.518669444444445
KMT-2016-BLG-0149,SAO43T0304.046463,17:59:54.32,-28:41:07.80,7542.15814,7.04,0.097,18.82,18.87,18.87,1,1.27,OB160914 MB16283,2016,269.97633333333334,-28.6855
KMT-2016-BLG-0150,SAO43T0402.050902,17:59:26.11,-28:54:15.01,7558.01612,45.5,0.084,19.43,18.95,18.95,1,1.15,,2016,269.85879166666666,-28.90416944444444
KMT-2016-BLG-0151,SAO43T0406.064297,17:59:32.79,-28:24:26.50,7511.33379,2.87,0.171,19.57,19.43,19.43,1,1.41,OB160813 MB16222,2016,269.886625,-28.40736111111111
KMT-2016-BLG-0152,BLG43T0502.004621,17:59:00.42,-28:55:40.19,7469.95838,32.3,1.0,15.89,15.93,15.93,1,1.01,OB160126 MB16059,2016,269.75175,-28.927830555555555
KMT-2016-BLG-0153,SAO43T0504.009779,17:59:06.50,-28:44:03.80,7515.4112,14.48,0.897,17.33,17.28,17.28,1,1.23,OB160723 MB16235,2016,269.77708333333334,-28.73438888888889
KMT-2016-BLG-0154,SAO43T0605.068683,17:58:33.20,-28:37:03.90,7510.6777,7.98,0.11,19.74,19.77,19.77,1,1.56,OB160770,2016,269.63833333333326,-28.61775
KMT-2016-BLG-0155,BLG43T0607.016372,17:58:28.32,-28:16:29.10,7566.9194,7.85,0.1,20.64,18.27,18.27,1,1.55,OB161189,2016,269.61799999999994,-28.274749999999997
KMT-2016-BLG-0156,SAO43T0702.054742,17:57:50.66,-28:58:21.68,7490.80718,34.85,0.069,21.14,19.31,19.31,1,1.59,OB160579,2016,269.4610833333333,-28.972688888888886
KMT-2016-BLG-0157,SAO43T0707.013692,17:57:45.40,-28:20:07.40,7487.75734,15.34,0.102,19.75,17.93,17.93,1,1.61,OB160558,2016,269.4391666666666,-28.335388888888886
KMT-2016-BLG-0158,BLG43T0707.085740,17:57:50.90,-28:19:52.10,7493.81003,183.05,0.009,20.16,20.0,20.07,1,1.6,OB160549,2016,269.46208333333334,-28.331138888888887
KMT-2016-BLG-0159,BLG43T0802.022508,17:57:14.69,-28:52:51.38,7494.14279,14.18,0.587,18.45,18.49,18.49,1,1.6,OB160724,2016,269.3112083333333,-28.88093888888889
KMT-2016-BLG-0160,SAO43T0806.001454,17:57:14.00,-28:28:50.70,7502.27423,26.06,0.604,15.65,15.41,15.41,1,1.73,OB160450 MB16179,2016,269.3083333333333,-28.480749999999997
KMT-2016-BLG-0161,SAO43T0807.008526,17:57:03.78,-28:16:02.78,7510.05455,37.81,0.353,18.98,17.26,17.26,1,1.9,OB160602 OB160639,2016,269.26574999999997,-28.267438888888886
KMT-2016-BLG-0162,BLG43T0807.039538,17:57:20.53,-28:18:34.09,7504.20312,7.25,0.032,19.31,19.14,19.14,1,1.81,MB16284,2016,269.33554166666664,-28.309469444444446
KMT-2016-BLG-0163,SAO02K0101.015137,17:54:13.85,-28:57:10.58,7502.51284,20.45,0.972,18.63,17.82,17.82,1,1.71,OB160731,2016,268.5577083333333,-28.952938888888887
KMT-2016-BLG-0164,BLG02K0104.012652,17:53:57.71,-28:34:21.86,7467.5159,120.16,0.849,19.6,19.35,19.35,2,2.39,OB140613,2016,268.4904583333333,-28.57273888888889
KMT-2016-BLG-0165,SAO02K0401.016390,17:52:11.12,-28:54:19.94,7604.71231,43.5,0.288,21.59,19.04,19.04,2,2.87,,2016,268.04633333333334,-28.905538888888888
KMT-2016-BLG-0166,BLG02M0102.058202,17:58:56.15,-28:43:23.09,7596.16224,76.03,0.477,19.1,19.09,19.09,1,1.21,OB160969,2016,269.7339583333333,-28.723080555555555
KMT-2016-BLG-0167,BLG02M0106.008704,17:58:55.25,-28:15:12.60,7436.45499,36.98,0.305,19.67,17.48,17.48,1,1.51,OB160014,2016,269.7302083333333,-28.2535
KMT-2016-BLG-0168,BLG02M0201.034231,17:58:32.80,-28:51:23.80,7624.67043,67.09,0.292,20.06,18.77,18.77,1,1.18,OB161583,2016,269.6366666666666,-28.856611111111114
KMT-2016-BLG-0169,BLG02M0207.042090,17:58:07.77,-28:11:57.30,7481.15133,29.25,0.343,20.51,19.62,19.62,1,2.18,,2016,269.53237499999994,-28.19925
KMT-2016-BLG-0170,BLG02M0401.011373,17:57:14.08,-28:56:59.50,7640.26293,22.9,0.382,20.0,17.72,17.72,1,1.52,OB161687,2016,269.3086666666666,-28.94986111111111
KMT-2016-BLG-0171,BLG02M0407.022329,17:57:15.23,-28:06:23.62,7587.31557,86.97,0.671,18.67,18.68,18.68,1,1.81,OB160766,2016,269.3134583333333,-28.106561111111112
KMT-2016-BLG-0172,BLG02M0501.035978,17:56:25.45,-28:50:48.01,7570.17571,24.39,0.791,19.68,19.31,19.31,1,2.08,,2016,269.1060416666666,-28.846669444444444
KMT-2016-BLG-0173,SAO02M0502.082425,17:56:39.11,-28:45:33.91,7547.89783,4.74,0.777,20.03,20.0,20.1,1,1.94,,2016,269.1629583333333,-28.759419444444443
KMT-2016-BLG-0174,BLG02M0503.056950,17:56:48.58,-28:39:19.01,7569.76129,2.2,0.087,19.71,19.34,19.34,1,1.76,OB161231 MB16368,2016,269.20241666666664,-28.655280555555553
KMT-2016-BLG-0175,SAO02M0606.022872,17:56:02.68,-28:16:09.34,7496.72049,13.4,0.174,20.67,20.0,20.08,2,2.44,OB160662,2016,269.0111666666666,-28.26926111111111
KMT-2016-BLG-0176,SAO02M0705.008860,17:55:11.28,-28:21:30.06,7520.1133,16.46,0.024,21.68,18.02,18.02,2,2.83,OB160863,2016,268.797,-28.35835
KMT-2016-BLG-0177,BLG02M0801.010076,17:54:58.79,-28:56:34.80,7556.04002,16.28,0.899,18.51,17.4,17.4,1,1.86,OB160968,2016,268.7449583333333,-28.943
KMT-2016-BLG-0178,BLG02M0804.013856,17:54:32.40,-28:33:44.93,7480.08551,8.93,0.928,18.69,18.68,18.68,2,2.09,OB160556 MB16144,2016,268.63499999999993,-28.562480555555556
KMT-2016-BLG-0179,SAO02M0804.018628,17:54:47.40,-28:29:36.46,7488.55039,25.88,0.074,20.21,19.02,19.02,2,2.27,MB16158,2016,268.69749999999993,-28.493461111111113
KMT-2016-BLG-0180,SAO02M0806.017624,17:54:50.52,-28:19:07.39,7527.75826,11.14,0.458,19.2,19.52,19.52,2,2.62,,2016,268.71049999999997,-28.318719444444444
KMT-2016-BLG-0181,SAO02N0708.002065,17:55:27.66,-29:07:26.44,7504.20738,1.78,0.491,16.98,15.66,15.66,4,1.92,,2016,268.86525,-29.124011111111113
KMT-2016-BLG-0182,SAO02N0808.005726,17:55:03.00,-29:09:16.20,7676.80949,51.53,0.795,18.28,16.87,16.87,2,2.27,OB161922,2016,268.7625,-29.1545
KMT-2016-BLG-0183,SAO02T0308.035372,17:52:45.04,-29:05:42.61,7568.52474,20.92,0.011,22.54,19.17,19.17,1,2.45,OB161245,2016,268.18766666666664,-29.095169444444444
KMT-2016-BLG-0184,BLG03K0403.018737,17:59:52.75,-27:31:58.40,7444.62041,40.91,0.462,19.51,18.62,18.62,1,2.01,,2016,269.96979166666665,-27.532888888888888
KMT-2016-BLG-0185,SAO03K0403.077923,17:59:46.65,-27:31:14.81,7577.67826,6.84,0.391,20.09,20.0,20.45,1,1.95,,2016,269.944375,-27.520780555555554
KMT-2016-BLG-0186,BLG03K0601.058261,17:58:35.83,-27:52:24.49,7641.46694,88.8,0.145,21.96,20.0,20.13,1,2.59,,2016,269.6492916666666,-27.873469444444446
KMT-2016-BLG-0187,SAO03K0603.058096,17:58:46.29,-27:36:26.32,7511.24197,6.95,0.784,19.77,19.75,19.75,1,1.9,,2016,269.69287499999996,-27.607311111111112
KMT-2016-BLG-0188,BLG03K0603.076962,17:58:55.15,-27:34:48.29,7446.25217,38.75,0.388,21.02,20.0,20.36,1,1.86,,2016,269.7297916666666,-27.580080555555554
KMT-2016-BLG-0189,SAO03K0702.030881,17:57:58.92,-27:43:17.87,7544.94538,15.64,0.636,19.63,20.0,20.05,2,2.13,OB161058,2016,269.49549999999994,-27.721630555555553
KMT-2016-BLG-0190,BLG03M0206.079172,18:05:52.92,-27:10:39.68,7449.14194,52.11,0.453,20.89,19.95,19.95,1,0.93,,2016,271.47049999999996,-27.17768888888889
KMT-2016-BLG-0191,SAO03M0506.064263,18:04:07.67,-27:09:25.31,7543.99871,4.88,0.877,19.26,19.54,19.54,1,1.07,,2016,271.0319583333333,-27.157030555555554
KMT-2016-BLG-0192,BLG03M0508.029108,18:04:13.39,-26:54:31.72,7630.88985,52.03,0.363,20.26,18.99,18.99,1,1.32,OB161608,2016,271.05579166666666,-26.90881111111111
KMT-2016-BLG-0193,SAO03M0605.038926,18:03:34.46,-27:22:08.51,7536.99835,5.93,0.78,19.46,19.49,19.49,1,1.32,,2016,270.8935833333333,-27.369030555555558
KMT-2016-BLG-0194,BLG03N0207.046002,18:05:50.40,-28:08:22.60,7552.31368,34.61,0.195,21.74,19.06,19.06,1,0.83,,2016,271.4599999999999,-28.139611111111112
KMT-2016-BLG-0195,BLG03N0407.000646,18:04:35.30,-28:11:09.20,7439.14848,55.83,0.717,17.27,14.43,14.43,1,0.95,MB16034,2016,271.1470833333333,-28.18588888888889
KMT-2016-BLG-0196,SAO03N0707.101934,18:02:56.95,-28:08:58.81,7526.1031,8.93,0.454,20.2,20.0,20.48,1,0.84,,2016,270.7372916666667,-28.149669444444445
KMT-2016-BLG-0197,SAO03N0708.005138,18:02:41.95,-28:02:09.31,7511.81396,4.73,0.878,19.35,16.49,16.49,1,1.14,,2016,270.67479166666664,-28.035919444444446
KMT-2016-BLG-0198,BLG03N0808.079400,18:02:34.73,-28:00:23.18,7490.71143,11.6,0.657,19.81,19.91,19.91,1,1.28,,2016,270.64470833333337,-28.00643888888889
KMT-2016-BLG-0199,BLG03T0302.003992,18:00:12.34,-28:49:59.70,7587.96854,27.01,1.0,17.36,15.81,15.81,1,1.0,OB161217 MB16369,2016,270.0514166666666,-28.83325
KMT-2016-BLG-0200,BLG03T0402.085663,17:59:56.02,-28:51:34.42,7446.65111,54.65,0.508,19.72,19.74,19.74,1,1.07,OB160218,2016,269.98341666666664,-28.859561111111113
KMT-2016-BLG-0201,SAO03T0402.097588,18:00:04.49,-28:47:27.60,7517.80799,25.85,0.171,22.03,20.0,20.15,1,1.02,,2016,270.0187083333333,-28.791
KMT-2016-BLG-0202,SAO03T0403.001695,17:59:46.60,-28:38:41.71,7449.67494,62.94,0.962,16.33,15.19,15.19,1,1.3,OB150029,2016,269.9441666666666,-28.644919444444444
KMT-2016-BLG-0203,SAO03T0403.095220,17:59:45.24,-28:42:34.60,7536.41373,7.29,0.497,19.99,20.0,20.16,1,1.17,,2016,269.93850000000003,-28.709611111111112
KMT-2016-BLG-0204,SAO03T0406.046881,17:59:55.74,-28:21:00.79,7559.19282,15.69,0.853,19.04,19.08,19.08,1,1.35,OB161111,2016,269.98224999999996,-28.350219444444445
KMT-2016-BLG-0205,SAO03T0408.023416,17:59:43.41,-28:07:05.70,7548.35436,59.53,0.115,21.37,18.68,18.68,1,1.49,,2016,269.93087499999996,-28.11825
KMT-2016-BLG-0206,SAO03T0602.051615,17:58:58.05,-28:46:47.32,7572.35172,1.49,0.234,17.86,18.96,18.96,1,1.06,,2016,269.74187499999994,-28.779811111111112
KMT-2016-BLG-0207,SAO03T0703.002797,17:58:01.82,-28:41:51.68,7528.40601,76.34,0.401,19.86,15.89,15.89,1,1.42,,2016,269.5075833333333,-28.69768888888889
KMT-2016-BLG-0208,BLG03T0801.007043,17:57:31.89,-28:58:14.02,7619.19345,20.67,0.96,17.76,17.06,17.06,1,1.42,,2016,269.38287499999996,-28.97056111111111
KMT-2016-BLG-0209,SAO03T0801.093336,17:57:26.96,-28:53:10.28,7502.60974,6.63,0.079,20.25,20.0,20.21,1,1.41,,2016,269.3623333333333,-28.88618888888889
KMT-2016-BLG-0210,SAO03T0802.004457,17:57:40.88,-28:48:54.90,7566.04878,24.2,1.0,17.61,16.14,16.14,1,1.26,OB160970,2016,269.4203333333333,-28.815250000000002
KMT-2016-BLG-0211,SAO42K0101.001550,17:53:38.69,-29:04:50.41,7513.04254,4.24,0.59,18.66,15.21,15.21,1,2.12,,2016,268.41120833333326,-29.080669444444442
KMT-2016-BLG-0212,BLG42K0101.050935,17:53:45.42,-29:05:12.80,7466.38892,22.51,0.397,20.44,19.22,19.22,1,1.9,,2016,268.43924999999996,-29.086888888888886
KMT-2016-BLG-0213,SAO42K0301.016684,17:52:27.70,-28:59:35.99,7568.89474,8.29,0.047,21.37,18.46,18.46,1,2.85,OB161246,2016,268.11541666666665,-28.993330555555556
KMT-2016-BLG-0214,BLG42M0103.013574,17:58:18.99,-28:48:12.49,7639.94757,33.59,0.943,17.89,17.69,17.69,1,1.24,OB161557,2016,269.579125,-28.803469444444445
KMT-2016-BLG-0215,SSO42M0301.088492,17:57:33.71,-29:00:52.20,7552.60562,12.44,0.185,22.46,19.97,19.97,1,1.5,,2016,269.3904583333333,-29.0145
KMT-2016-BLG-0216,BLG42M0405.089605,17:56:46.15,-28:29:58.60,7592.61443,58.57,0.157,21.87,20.0,20.51,1,1.81,,2016,269.1922916666667,-28.49961111111111
KMT-2016-BLG-0217,BLG42M0406.050925,17:56:44.65,-28:24:47.99,7467.40851,71.83,0.199,20.49,19.52,19.52,1,2.02,OB160306,2016,269.1860416666666,-28.413330555555554
KMT-2016-BLG-0218,SAO42M0501.087744,17:56:09.86,-28:59:26.09,7522.30426,5.68,0.851,20.01,20.0,20.98,1,2.12,,2016,269.0410833333333,-28.990580555555557
KMT-2016-BLG-0219,BLG42M0504.063023,17:56:33.13,-28:37:42.38,7606.93262,29.83,0.103,22.66,19.48,19.48,1,1.61,,2016,269.1380416666666,-28.62843888888889
KMT-2016-BLG-0220,SSO42M0604.009640,17:55:41.87,-28:42:36.18,7685.05343,31.95,0.076,19.41,17.68,17.68,4,2.12,OB161925,2016,268.92445833333335,-28.71005
KMT-2016-BLG-0221,BLG42M0607.002009,17:55:51.96,-28:15:56.20,7462.29657,25.74,0.995,17.14,16.79,16.79,2,2.57,OB160191,2016,268.9665,-28.26561111111111
KMT-2016-BLG-0222,BLG42T0108.043757,17:53:34.29,-29:14:06.40,7472.18821,163.99,0.036,22.69,19.1,19.1,1,2.04,OB160512,2016,268.39287499999995,-29.235111111111113
KMT-2016-BLG-0223,SAO42T0208.066146,17:53:19.01,-29:14:47.18,7507.25212,26.85,0.712,19.91,19.88,19.88,1,2.09,,2016,268.32920833333327,-29.24643888888889
KMT-2016-BLG-0224,SAO43K0404.006904,17:59:38.59,-27:30:32.51,7512.45471,7.41,1.0,19.3,17.18,17.18,1,1.85,,2016,269.9107916666666,-27.509030555555555
KMT-2016-BLG-0225,BLG43K0504.009223,17:58:46.87,-27:34:44.29,7448.7575,37.98,0.785,19.46,17.63,17.63,1,1.9,,2016,269.6952916666666,-27.578969444444443
KMT-2016-BLG-0226,SAO43K0701.032823,17:57:52.88,-28:00:29.20,7521.57627,3.71,0.994,19.96,20.0,20.03,1,2.57,,2016,269.47033333333326,-28.008111111111113
KMT-2016-BLG-0227,SAO43K0801.009868,17:57:03.29,-27:55:38.06,7541.56815,7.93,0.264,20.37,19.47,19.47,2,2.63,,2016,269.2637083333333,-27.92723888888889
KMT-2016-BLG-0228,SAO43M0302.092556,18:05:05.33,-27:49:20.89,7538.10259,9.61,0.409,20.01,20.0,20.34,1,0.92,OB160935,2016,271.2722083333333,-27.822469444444444
KMT-2016-BLG-0229,SAO43M0306.077209,18:04:46.25,-27:17:37.00,7520.41223,10.49,0.214,20.13,19.85,19.85,1,0.95,,2016,271.1927083333333,-27.29361111111111
KMT-2016-BLG-0230,BLG43M0408.023200,18:04:18.40,-27:00:04.61,7518.95021,54.13,0.333,20.37,18.58,18.58,1,1.2,OB160774,2016,271.07666666666665,-27.001280555555557
KMT-2016-BLG-0231,SAO43M0705.042484,18:02:35.34,-27:29:08.41,7500.36462,3.86,0.668,19.5,19.41,19.41,1,1.65,,2016,270.64725,-27.485669444444447
KMT-2016-BLG-0232,BLG43M0805.074253,18:02:13.92,-27:27:24.98,7550.03156,3.7,0.934,19.93,20.0,20.24,1,1.69,,2016,270.558,-27.45693888888889
KMT-2016-BLG-0233,SSO43N0405.005599,18:04:22.81,-28:33:32.00,7515.96266,65.43,0.026,22.96,16.83,16.83,1,0.94,,2016,271.09504166666665,-28.55888888888889
KMT-2016-BLG-0234,SAO43N0604.047337,18:03:26.49,-28:42:04.28,7547.98743,5.0,0.884,19.88,18.98,18.98,1,0.8,,2016,270.860375,-28.70118888888889
KMT-2016-BLG-0235,BLG43N0605.095879,18:03:27.86,-28:31:45.08,7598.17739,7.75,0.745,19.97,20.0,20.57,1,0.95,,2016,270.8660833333333,-28.52918888888889
KMT-2016-BLG-0236,BLG43T0307.079375,18:00:02.33,-28:22:18.59,7525.3874,67.46,0.276,21.1,19.73,19.73,1,1.37,,2016,270.0097083333333,-28.371830555555555
KMT-2016-BLG-0237,SAO43T0502.019625,17:59:14.56,-28:55:51.82,7530.21775,5.01,0.803,18.88,18.01,18.01,1,1.07,,2016,269.8106666666667,-28.931061111111113
KMT-2016-BLG-0238,SAO43T0505.089631,17:59:11.82,-28:37:14.30,7547.80066,7.57,0.451,20.19,20.0,20.25,1,1.34,,2016,269.79925,-28.62063888888889
KMT-2016-BLG-0239,SAO43T0506.073816,17:59:08.16,-28:28:36.01,7546.1816,71.56,0.033,22.96,19.55,19.55,1,1.38,,2016,269.784,-28.476669444444443
KMT-2016-BLG-0240,SAO43T0608.042683,17:58:31.26,-28:11:37.28,7585.54646,177.12,0.037,22.59,19.65,19.65,1,1.97,OB161341,2016,269.63024999999993,-28.19368888888889
KMT-2016-BLG-0241,BLG43T0704.006351,17:57:50.53,-28:43:46.99,7677.92,199.72,0.068,21.81,16.79,16.79,1,1.31,OB161924,2016,269.46054166666664,-28.72971944444444
KMT-2016-BLG-0242,SAO43T0706.064415,17:57:59.98,-28:27:54.90,7571.46381,3.94,0.775,19.69,19.68,19.68,1,1.73,,2016,269.49991666666665,-28.46525
KMT-2016-BLG-0243,SAO43T0707.002989,17:57:45.49,-28:17:07.51,7529.92179,27.26,0.957,19.76,15.89,15.89,1,1.65,,2016,269.4395416666666,-28.285419444444447
KMT-2016-BLG-0244,SAO43T0808.017962,17:57:27.93,-28:11:19.39,7580.16747,10.49,0.587,20.74,18.45,18.45,1,1.83,,2016,269.366375,-28.188719444444445
KMT-2016-BLG-0245,SAO15M0102.015300,17:41:02.84,-26:32:07.01,7494.90268,29.27,0.265,19.93,20.0,20.82,2,3.22,OB160697,2016,265.2618333333333,-26.535280555555556
KMT-2016-BLG-0246,BLG15M0808.001290,17:37:29.60,-25:43:21.83,7511.8996,38.94,0.738,18.4,18.38,18.38,2,4.1,OB160720,2016,264.37333333333333,-25.722730555555554
KMT-2016-BLG-0247,BLG15N0607.008235,17:38:06.75,-27:02:58.99,7520.46828,37.0,0.18,19.97,20.0,20.31,2,2.78,OB160685 MB16415,2016,264.52812499999993,-27.049719444444445
KMT-2016-BLG-0248,SAO18K0803.000926,17:41:47.23,-26:21:32.65,7484.17511,24.9,0.467,17.06,17.06,17.06,2,3.31,OB160313,2016,265.4467916666666,-26.359069444444447
KMT-2016-BLG-0249,SAO18K0806.000602,17:41:49.77,-25:56:26.81,7510.47059,11.64,0.133,17.64,17.69,17.69,2,2.93,OB160728,2016,265.45737499999996,-25.940780555555556
KMT-2016-BLG-0250,BLG19M0503.004289,17:47:53.67,-24:14:20.58,7459.48332,52.65,0.519,17.86,17.88,17.88,2,2.27,OB160091,2016,266.973625,-24.239050000000002
KMT-2016-BLG-0251,SAO20K0204.012969,17:44:58.21,-21:58:54.34,7498.91054,48.6,0.599,19.17,19.14,19.14,4,1.64,OB160497,2016,266.2425416666666,-21.98176111111111
KMT-2016-BLG-0252,BLG20N0502.008029,17:48:02.16,-23:26:35.20,7479.27667,31.63,0.757,18.45,18.48,18.48,2,1.64,OB160445,2016,267.00899999999996,-23.44311111111111
KMT-2016-BLG-0253,BLG31M0707.015043,18:14:24.49,-24:57:08.78,7438.83168,42.84,0.277,20.22,18.78,18.78,1,1.18,OB160089,2016,273.60204166666665,-24.95243888888889
KMT-2016-BLG-0254,BLG31N0707.026269,18:14:17.47,-26:07:34.28,7500.94533,132.31,0.357,19.07,19.09,19.09,1,0.99,OB160141 MB16146,2016,273.57279166666666,-26.12618888888889
KMT-2016-BLG-0255,SAO31T0401.001427,18:11:21.81,-26:50:24.11,7534.97371,28.54,0.514,15.66,15.68,15.68,1,1.06,OB160620 MB16183,2016,272.8408749999999,-26.840030555555554
KMT-2016-BLG-0256,BLG32K0701.014326,18:07:14.09,-27:50:31.09,7470.62992,47.0,0.782,18.45,18.24,18.24,1,0.99,OB160211,2016,271.8087083333333,-27.841969444444445
KMT-2016-BLG-0257,SAO32M0605.034887,18:12:31.62,-27:16:36.52,7511.65187,36.93,0.066,19.33,19.06,19.06,1,0.61,OB160818 MB16197,2016,273.13174999999995,-27.276811111111112
KMT-2016-BLG-0258,SAO32M0703.020707,18:12:06.62,-27:35:06.90,7507.73278,18.29,0.086,18.46,18.41,18.41,1,0.63,OB160679 MB16189,2016,273.02758333333327,-27.58525
KMT-2016-BLG-0259,SAO35M0207.000973,18:08:12.15,-24:56:47.58,7459.03913,69.16,0.083,15.79,15.78,15.78,4,2.26,OB152112 MB16031,2016,272.0506249999999,-24.946550000000002
KMT-2016-BLG-0260,BLG35N0402.002869,18:06:52.43,-26:44:01.50,7479.63465,70.8,0.72,15.89,15.9,15.9,1,0.98,OB160079 MB16023,2016,271.71845833333333,-26.73375
KMT-2016-BLG-0261,BLG35T0103.003565,18:03:47.69,-26:36:05.76,7447.43051,73.73,0.345,19.59,19.8,19.8,2,2.14,OB160027,2016,270.94870833333334,-26.6016
KMT-2016-BLG-0262,BLG36T0105.001601,18:15:17.72,-24:14:01.28,7505.89898,60.48,0.251,18.56,16.07,16.07,1,1.5,OB160621 MB16175,2016,273.8238333333333,-24.23368888888889
KMT-2016-BLG-0263,SAO36T0703.000418,18:12:02.59,-24:26:11.44,7512.55602,25.51,1.0,16.55,15.54,15.54,4,2.38,OB160711,2016,273.01079166666665,-24.436511111111113
KMT-2016-BLG-0264,BLG19T0802.010885,17:41:46.51,-25:35:05.64,7465.63784,68.36,0.753,19.35,19.57,19.57,2,2.44,OB160367 OB160520,2016,265.44379166666664,-25.584899999999998
KMT-2016-BLG-0265,BLG38T0404.015108,17:53:04.38,-23:11:12.26,7487.38865,61.16,0.809,19.36,19.37,19.37,4,2.54,OB160446,2016,268.26824999999997,-23.18673888888889
KMT-2016-BLG-0266,BLG01K0101.003130,17:53:47.25,-30:59:19.61,7508.39899,8.74,1.0,17.11,16.32,16.32,1,2.0,OB160780,2016,268.4468749999999,-30.988780555555557
KMT-2016-BLG-0267,BLG01K0101.078788,17:53:45.29,-31:02:47.40,7505.05361,10.72,0.529,20.19,20.0,20.44,1,1.99,,2016,268.4387083333333,-31.0465
KMT-2016-BLG-0268,SSO01K0102.002440,17:53:46.61,-30:53:17.02,7642.40316,16.65,0.3,16.23,16.1,16.1,1,1.93,OB161610 MB16500,2016,268.44420833333334,-30.88806111111111
KMT-2016-BLG-0269,SAO01K0103.005103,17:54:01.22,-30:46:38.10,7624.39532,70.49,0.008,23.13,16.9,16.9,1,1.82,OB161635,2016,268.5050833333333,-30.77725
KMT-2016-BLG-0270,BLG01K0104.069849,17:53:54.99,-30:41:49.42,7491.90054,24.96,0.696,19.91,20.0,20.27,1,2.28,,2016,268.47912499999995,-30.69706111111111
KMT-2016-BLG-0271,BLG01K0105.089723,17:53:52.91,-30:32:43.69,7545.77902,16.11,0.17,19.93,20.0,20.27,1,1.49,OB161000 MB16304,2016,268.4704583333333,-30.545469444444446
KMT-2016-BLG-0272,SAO01K0105.090122,17:54:14.16,-30:30:38.09,7652.82669,15.55,0.323,20.01,20.0,20.29,1,1.46,OB161793,2016,268.5589999999999,-30.510580555555556
KMT-2016-BLG-0273,SAO01K0105.091153,17:54:00.08,-30:33:47.20,7611.98438,11.85,0.139,21.18,20.0,20.32,1,1.47,,2016,268.50033333333323,-30.563111111111112
KMT-2016-BLG-0274,BLG01K0106.021863,17:53:50.52,-30:21:43.81,7683.96594,44.52,0.401,18.23,18.54,18.54,1,1.5,OB161796 MB16610,2016,268.46049999999997,-30.362169444444447
KMT-2016-BLG-0275,SAO01K0106.074208,17:53:48.23,-30:22:28.99,7510.4879,14.68,0.203,21.8,20.0,20.21,1,1.54,,2016,268.4509583333333,-30.374719444444445
KMT-2016-BLG-0276,SAO01K0108.001616,17:53:55.65,-30:10:36.08,7502.54625,26.02,0.181,20.42,15.88,15.88,2,1.4,,2016,268.481875,-30.17668888888889
KMT-2016-BLG-0277,BLG01K0108.016128,17:53:42.57,-30:04:43.10,7495.80361,3.79,0.305,18.29,18.01,18.01,1,1.58,,2016,268.427375,-30.07863888888889
KMT-2016-BLG-0278,BLG01K0202.003349,17:53:20.69,-30:55:57.61,7488.62793,3.83,0.933,16.23,16.25,16.25,1,1.83,OB160589 MB16145,2016,268.3362083333333,-30.932669444444446
KMT-2016-BLG-0279,BLG01K0202.041182,17:53:10.35,-30:50:06.00,7448.69334,9.42,0.505,19.36,19.37,19.37,1,1.57,OB160245,2016,268.293125,-30.834999999999997
KMT-2016-BLG-0280,BLG01K0204.052927,17:53:21.97,-30:38:39.41,7584.34088,18.24,0.722,19.95,20.0,20.03,1,2.21,,2016,268.3415416666666,-30.644280555555554
